"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","HHDI","GROSSADJ","USD_CAP","A","2014",21915.9557767694,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2015",23958.2968282339,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2016",24190.5977330586,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2017",24484.53503831,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2018",25736.626905859,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2019",26307.1510755428,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2020",27892.9962814857,
"KOR","HHDI","GROSSADJ","USD_CAP","A","2021",28993.8690176586,"E"
"GBR","HHDI","GROSSADJ","USD_CAP","A","1995",15336.2483697462,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1996",16379.8933889906,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1997",16779.0414986229,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1998",16812.334741976,
"GBR","HHDI","GROSSADJ","USD_CAP","A","1999",17699.953642764,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2000",20018.8804176672,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2001",21416.5985338455,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2002",22764.1831376378,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2003",23158.1344088242,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2004",24874.0286940691,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2005",24567.8758629594,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2006",25787.0650749573,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2007",26564.4991010031,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2008",27163.0831779131,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2009",26910.6361778069,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2010",27632.9293668503,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2011",27563.1040958994,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2012",28630.6462837624,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2013",29252.6844068104,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2014",29726.9653840956,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2015",30915.3038284633,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2016",31697.7679008483,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2017",32417.6286543526,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2018",33296.7681524208,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2019",34822.8715310716,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2020",34904.6811520166,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2021",36782.7933437556,
"USA","HHDI","GROSSADJ","USD_CAP","A","1970",4105.49595053855,
"USA","HHDI","GROSSADJ","USD_CAP","A","1971",4436.84881459084,
"USA","HHDI","GROSSADJ","USD_CAP","A","1972",4771.30763990778,
"USA","HHDI","GROSSADJ","USD_CAP","A","1973",5284.99203072582,
"USA","HHDI","GROSSADJ","USD_CAP","A","1974",5748.87098991108,
"USA","HHDI","GROSSADJ","USD_CAP","A","1975",6341.29675758516,
"USA","HHDI","GROSSADJ","USD_CAP","A","1976",6840.43510358299,
"USA","HHDI","GROSSADJ","USD_CAP","A","1977",7442.22174507125,
"USA","HHDI","GROSSADJ","USD_CAP","A","1978",8217.86953631378,
"USA","HHDI","GROSSADJ","USD_CAP","A","1979",9026.17585493057,
"USA","HHDI","GROSSADJ","USD_CAP","A","1980",9945.43520283147,
"USA","HHDI","GROSSADJ","USD_CAP","A","1981",10948.4055293729,
"USA","HHDI","GROSSADJ","USD_CAP","A","1982",11655.9127759261,
"USA","HHDI","GROSSADJ","USD_CAP","A","1983",12395.4728911421,
"USA","HHDI","GROSSADJ","USD_CAP","A","1984",13563.2393842483,
"USA","HHDI","GROSSADJ","USD_CAP","A","1985",14291.9599297292,
"USA","HHDI","GROSSADJ","USD_CAP","A","1986",15026.0521765143,
"USA","HHDI","GROSSADJ","USD_CAP","A","1987",15740.7134486067,
"USA","HHDI","GROSSADJ","USD_CAP","A","1988",16957.7757986787,
"USA","HHDI","GROSSADJ","USD_CAP","A","1989",18041.5000060634,
"USA","HHDI","GROSSADJ","USD_CAP","A","1990",19018.8026548779,
"USA","HHDI","GROSSADJ","USD_CAP","A","1991",19555.4426971167,
"USA","HHDI","GROSSADJ","USD_CAP","A","1992",20624.0516109948,
"USA","HHDI","GROSSADJ","USD_CAP","A","1993",21234.0876549281,
"USA","HHDI","GROSSADJ","USD_CAP","A","1994",22008.9288569205,
"USA","HHDI","GROSSADJ","USD_CAP","A","1995",22882.9205290561,
"USA","HHDI","GROSSADJ","USD_CAP","A","1996",23758.4072610246,
"USA","HHDI","GROSSADJ","USD_CAP","A","1997",24715.9282856703,
"USA","HHDI","GROSSADJ","USD_CAP","A","1998",26049.7112191024,
"USA","HHDI","GROSSADJ","USD_CAP","A","1999",27065.9513331997,
"USA","HHDI","GROSSADJ","USD_CAP","A","2000",28784.1934185086,
"USA","HHDI","GROSSADJ","USD_CAP","A","2001",29945.6254851433,
"USA","HHDI","GROSSADJ","USD_CAP","A","2002",31093.339466236,
"USA","HHDI","GROSSADJ","USD_CAP","A","2003",32345.4696482765,
"USA","HHDI","GROSSADJ","USD_CAP","A","2004",33958.2505370624,
"USA","HHDI","GROSSADJ","USD_CAP","A","2005",35202.5325835408,
"USA","HHDI","GROSSADJ","USD_CAP","A","2006",37201.8017355046,
"USA","HHDI","GROSSADJ","USD_CAP","A","2007",38661.9922670503,
"USA","HHDI","GROSSADJ","USD_CAP","A","2008",40004.9832010586,
"USA","HHDI","GROSSADJ","USD_CAP","A","2009",39622.4592859003,
"USA","HHDI","GROSSADJ","USD_CAP","A","2010",40752.9956558083,
"USA","HHDI","GROSSADJ","USD_CAP","A","2011",42186.8569013273,
"USA","HHDI","GROSSADJ","USD_CAP","A","2012",43903.2412931925,
"USA","HHDI","GROSSADJ","USD_CAP","A","2013",43860.8338657643,
"USA","HHDI","GROSSADJ","USD_CAP","A","2014",45786.2932500211,
"USA","HHDI","GROSSADJ","USD_CAP","A","2015",47228.4902068529,
"USA","HHDI","GROSSADJ","USD_CAP","A","2016",48258.3778946363,
"USA","HHDI","GROSSADJ","USD_CAP","A","2017",50047.2032368598,
"USA","HHDI","GROSSADJ","USD_CAP","A","2018",52451.2967967785,
"USA","HHDI","GROSSADJ","USD_CAP","A","2019",54747.1648649221,
"USA","HHDI","GROSSADJ","USD_CAP","A","2020",58653.4333450888,
"USA","HHDI","GROSSADJ","USD_CAP","A","2021",62334.1697314675,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1995",7913.34533232095,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1996",7885.11713396324,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1997",8021.23202465118,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1998",8264.3258177701,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1999",8558.93191487531,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2000",9404.9816559933,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2001",10222.9546492841,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2002",11420.7740315217,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2003",11984.5810290676,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2004",12776.0630306043,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2005",13312.0703509895,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2006",13806.4534930043,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2007",13603.5220658072,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2008",14139.7397830801,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2009",14246.5979607172,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2010",15220.7335536364,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2011",16287.5735002264,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2012",16531.7521255845,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2013",17193.9172733869,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2014",17543.0656817193,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2015",17974.1857660738,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2016",18933.3220072533,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2017",19791.3476692934,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2018",21485.053041675,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2019",23143.432352777,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2020",23357.8648914498,"E"
"HUN","HHDI","GROSSADJ","USD_CAP","A","2021",25005.3788446723,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1975",3435.58936908766,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1976",3631.90864080464,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1977",3844.81745211558,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1978",4265.82933750727,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1979",4927.45056054776,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1980",5698.21947530105,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1981",6266.98074648754,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1982",6887.99256010294,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1983",7447.8957976219,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1984",7873.39809503971,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1985",8414.57454882571,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1986",8867.32476663003,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1987",9605.11114300874,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1988",10203.6976767895,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1989",11226.7701129783,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1990",11973.9523832314,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1991",12500.0203571876,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1992",12440.692265277,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1993",11991.9711813034,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1994",11870.240826835,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1995",12926.274179749,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1996",13145.3803760195,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1997",14038.9772758937,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1998",14724.2507972535,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1999",15726.9633083095,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2000",17212.7340414104,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2001",17500.8402715784,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2002",18888.2457277591,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2003",19275.5720156702,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2004",20786.9899649526,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2005",20876.7311716312,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2006",22155.8230774819,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2007",24261.6348340104,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2008",25978.2415448409,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2009",26334.7186729308,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2010",27630.5453452097,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2011",28489.4495067786,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2012",29373.983871873,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2013",30093.2105440337,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2014",30263.2133645628,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2015",30849.1223441098,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2016",32273.2230052653,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2017",33377.1258240619,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2018",34675.1907182505,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2019",36295.7589866091,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2020",37079.7400572424,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2021",37441.8628193301,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1995",18508.1008336687,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1996",18923.7607482274,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1997",19225.7280692345,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1998",20111.5734986179,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1999",21027.4996642117,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2000",22906.5463034169,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2001",22909.9477448382,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2002",24433.1611060908,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2003",25103.165072225,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2004",26077.7685122566,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2005",27118.1554171228,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2006",28474.9804487232,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2007",29403.5412238906,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2008",30475.132374413,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2009",30400.9774318931,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2010",31177.5230582663,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2011",31746.4848535024,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2012",33296.5271462556,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2013",33971.8234744652,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2014",34326.2291407177,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2015",34413.5343174674,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2016",36227.9556316761,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2017",36984.3120142911,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2018",38190.8705617069,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2019",40065.5780656304,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2020",39846.4263486956,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2021",41841.9364657972,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1995",21933.0854685281,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1996",22215.8405998417,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1997",23515.4098646593,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1998",24250.3117913846,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1999",26252.7882866579,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2000",29560.7293099722,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2001",30833.0976677427,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2002",34486.6952779415,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2003",34355.1012682942,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2004",34446.8417153969,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2005",34372.8540197719,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2006",36305.2690528031,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2007",36911.9484525478,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2008",38702.354925876,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2009",38479.5780328517,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2010",37908.7317871261,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2011",39248.2889605426,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2012",40660.6660862493,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2013",43403.071752342,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2014",43282.8569417899,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2015",43476.1403979943,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2016",44505.6035513456,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2017",46535.0945475953,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2018",48794.2367830408,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2019",50089.0884375574,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2020",50849.6521113135,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2021",51445.007789178,"E"
"FRA","HHDI","GROSSADJ","USD_CAP","A","1970",2832.11891833259,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1971",3099.70354320542,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1972",3356.23790397716,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1973",3733.81936941627,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1974",4244.23128837247,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1975",4735.06547177433,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1976",5106.24582771844,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1977",5568.50383379801,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1978",6288.02476250756,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1979",6901.49485326234,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1980",7661.88663030793,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1981",8449.2558055996,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1982",9113.49356110427,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1983",9485.53046002111,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1984",9783.90617144351,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1985",10205.7610527387,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1986",10663.260173741,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1987",11141.3158650175,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1988",11881.9543472313,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1989",12762.5633896046,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1990",13791.4246915043,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1991",14412.0752473388,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1992",15109.2158946185,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1993",15554.3849528785,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1994",15920.0232118866,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1995",16511.4230373078,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1996",17033.1555982505,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1997",17645.8553658888,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1998",18319.4886662124,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1999",19030.6282945189,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2000",21227.6383333073,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2001",22663.3109218372,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2002",24402.0803237876,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2003",23597.8272354257,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2004",24223.4426776974,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2005",24746.9632901101,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2006",25713.9225948399,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2007",26992.0779796375,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2008",27756.5303694484,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2009",27878.7720524004,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2010",29168.8759841264,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2011",29757.8903248459,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2012",30369.3747884718,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2013",31388.0207749005,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2014",31699.9141206895,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2015",31890.7023268608,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2016",33550.6700073678,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2017",34316.8246217008,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2018",35280.4130143154,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2019",37573.3545588167,"E"
"FRA","HHDI","GROSSADJ","USD_CAP","A","2020",38528.0251254903,"E"
"FRA","HHDI","GROSSADJ","USD_CAP","A","2021",39846.8347701863,"E"
"RUS","HHDI","GROSSADJ","USD_CAP","A","2011",15756.2525911506,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2012",17162.9784813834,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2013",18078.0262240164,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2014",18620.0355331589,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2015",18184.0475895096,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2016",18163.0739768852,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2017",19082.8737100682,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2018",19843.4381194872,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2019",20590.2914383328,
"NZL","HHDI","GROSSADJ","USD_CAP","A","1998",13905.0286473495,
"NZL","HHDI","GROSSADJ","USD_CAP","A","1999",14919.6974335955,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2000",14707.9804085514,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2001",15551.0056536384,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2002",15609.5069470164,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2003",16373.1741760952,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2004",17374.7492821246,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2005",17600.1476417317,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2006",19104.7566973842,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2007",20622.430444128,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2008",21181.8124509348,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2009",21493.445565578,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2010",22208.6179978369,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2011",23343.7015402789,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2012",23864.9975499336,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2013",24794.4400239715,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2014",24986.6895967349,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2015",25507.7308466571,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2016",27383.1380016027,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2017",28766.3469770512,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2018",29567.1757453887,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2019",32605.617979767,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1995",15098.8989998493,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1996",15408.3670620068,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1997",15720.9457294453,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1998",16503.6214902658,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1999",16491.3793512059,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2000",17656.672486107,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2001",18333.2389886446,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2002",19944.7920030689,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2003",19934.4533733351,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2004",20886.0486677868,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2005",21067.2150100109,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2006",22504.0341347767,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2007",23709.731232676,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2008",24628.5000223929,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2009",25269.4008470311,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2010",27066.72411777,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2011",27671.8631486807,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2012",28226.796578206,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2013",29302.6636572859,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2014",29543.8327968615,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2015",30507.1829275656,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2016",31950.5301364607,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2017",33441.2777459902,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2018",34714.1638787589,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2019",36125.8357274898,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2020",36676.9109514457,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2021",37064.6872701996,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1995",3802.95209526332,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1996",4147.78687726574,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1997",4933.22017051607,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1998",5084.25624382504,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1999",5307.18227594566,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2000",6209.22222585731,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2001",6807.93394499195,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2002",7893.62023288094,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2003",8426.76468750649,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2004",9408.73026261794,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2005",10330.0373972787,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2006",11847.3031974547,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2007",13236.4590278681,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2008",14681.8275756788,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2009",12783.556847413,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2010",13304.413241548,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2011",13227.5267602783,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2012",14457.2565638527,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2013",15351.1414007683,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2014",16226.3362357635,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2015",17350.2032922342,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2016",18769.0733832418,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2017",19936.9326307317,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2018",21259.527297963,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2019",22763.5651846566,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2020",23593.7307326476,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2021",25724.5437956743,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2009",11766.7517826686,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2010",13264.2796434067,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2011",14997.2659132168,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2012",15597.3217850794,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2013",17002.3963411323,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2014",18268.4585990592,
